,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1
0,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-04-01,01.04.2014,132741,CME,0,132,10237357,800896,666894,1202533,7197586,7143277,9201015,9012704,1036342,1224653,10237357,800896,666894,1202533,7197586,7143277,9201015,9012704,1036342,1224653,0,0,0,0,0,0,0,0,0,0,-1261429.0,-114850.0,192783.0,-249777.0,-809045.0,-1092327.0,-1173672.0,-1149321.0,-87757.0,-112108.0,100,7.8,6.5,11.7,70.3,69.8,89.9,88.0,10.1,12.0,100,7.8,6.5,11.7,70.3,69.8,89.9,88.0,10.1,12.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,61,59,92,144,163,254,273,300,61,59,92,144,163,254,273,0,0,0,0,0,0,0,0,37.1,16.4,46.5,28.8,35.2,13.1,42.5,22.6,37.1,16.4,46.5,28.8,35.2,13.1,42.5,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $1,000,000)",134002,0.0912950762711,SHORT,54309,0.00378701058646,SHORT
1,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-04-08,08.04.2014,13874+,CME,0,138,843960,68702,77112,35458,601535,625599,705694,738168,138266,105792,843960,68702,77112,35458,601535,625599,705694,738168,138266,105792,0,0,0,0,0,0,0,0,0,0,14109.0,-4996.0,223.0,1319.0,16971.0,12183.0,13294.0,13725.0,815.0,384.0,100,8.1,9.1,4.2,71.3,74.1,83.6,87.5,16.4,12.5,100,8.1,9.1,4.2,71.3,74.1,83.6,87.5,16.4,12.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,103,105,39,206,209,331,332,522,103,105,39,206,209,331,332,0,0,0,0,0,0,0,0,18.7,13.5,28.3,23.5,16.3,11.2,23.9,18.9,18.7,13.5,28.3,23.5,16.3,11.2,23.9,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(S&P 500 INDEX X $250.00),-8410,-0.0576762176471,LONG,-24064,-0.019609920351,LONG
2,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-04-15,15.04.2014,138741,CME,0,138,330479,53838,19126,483,205157,253633,259478,273242,71001,57237,330479,53838,19126,483,205157,253633,259478,273242,71001,57237,0,0,0,0,0,0,0,0,0,0,14332.0,8464.0,1490.0,-85.0,8114.0,12104.0,16493.0,13509.0,-2161.0,823.0,100,16.3,5.8,0.1,62.1,76.7,78.5,82.7,21.5,17.3,100,16.3,5.8,0.1,62.1,76.7,78.5,82.7,21.5,17.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,15,20,6,53,62,71,85,131,15,20,6,53,62,71,85,0,0,0,0,0,0,0,0,29.8,28.5,40.8,44.3,28.6,27.3,39.6,43.1,29.8,28.5,40.8,44.3,28.6,27.3,39.6,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(S&P 500 INDEX X $250.00),34712,0.475741461543,SHORT,-48476,-0.10566054186,LONG
3,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-04-22,22.04.2014,13874A,CME,0,138,2801019,451352,420522,78321,1998981,2074759,2528654,2573602,272365,227417,2801019,451352,420522,78321,1998981,2074759,2528654,2573602,272365,227417,0,0,0,0,0,0,0,0,0,0,-112.0,21124.0,-9285.0,-4533.0,-32285.0,3037.0,-15694.0,-10781.0,15582.0,10669.0,100,16.1,15.0,2.8,71.4,74.1,90.3,91.9,9.7,8.1,100,16.1,15.0,2.8,71.4,74.1,90.3,91.9,9.7,8.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535,107,97,49,210,216,341,338,535,107,97,49,210,216,341,338,0,0,0,0,0,0,0,0,18.0,16.2,27.3,26.1,15.1,15.4,24.0,25.2,18.0,16.2,27.3,26.1,15.1,15.4,24.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX),30830,0.0353606140337,SHORT,-75778,-0.018601579875,LONG
4,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-04-29,29.04.2014,13874A,CME,0,138,2651182,436934,404771,35934,1956898,2029213,2429766,2469918,221416,181264,2651182,436934,404771,35934,1956898,2029213,2429766,2469918,221416,181264,0,0,0,0,0,0,0,0,0,0,28983.0,-76366.0,8840.0,3470.0,77729.0,38269.0,4833.0,50579.0,24150.0,-21596.0,100,16.5,15.3,1.4,73.8,76.5,91.6,93.2,8.4,6.8,100,16.5,15.3,1.4,73.8,76.5,91.6,93.2,8.4,6.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432,98,95,33,154,151,266,265,432,98,95,33,154,151,266,265,0,0,0,0,0,0,0,0,18.5,24.4,30.7,32.7,16.1,20.8,26.9,27.9,18.5,24.4,30.7,32.7,16.1,20.8,26.9,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,($50 X S&P 500 INDEX),32163,0.0382117250105,SHORT,-72315,-0.018141742666,LONG
5,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-05-06,06.05.2014,195651,NYME,1,195,5100,2573,2497,1415,733,1079,4721,4991,379,109,5100,2573,2497,1415,733,1079,4721,4991,379,109,0,0,0,0,0,0,0,0,0,0,-160.0,-209.0,-106.0,39.0,20.0,-120.0,-150.0,-187.0,-10.0,27.0,100,50.5,49.0,27.7,14.4,21.2,92.6,97.9,7.4,2.1,100,50.5,49.0,27.7,14.4,21.2,92.6,97.9,7.4,2.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,8,12,12,3,4,18,21,24,8,12,12,3,4,18,21,0,0,0,0,0,0,0,0,50.7,38.5,71.2,62.7,40.0,31.4,50.5,45.3,50.7,38.5,71.2,62.7,40.0,31.4,50.5,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 500 DRY METRIC TONS),76,0.0149901380671,SHORT,-346,-0.190949227373,LONG
6,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-05-13,13.05.2014,20974+,CME,0,209,54965,12647,10676,1149,36678,39346,50475,51171,4490,3793,54965,12647,10676,1149,36678,39346,50475,51171,4490,3793,0,0,0,0,0,0,0,0,0,0,-57652.0,-883.0,-799.0,-7732.0,-44034.0,-46179.0,-52649.0,-54709.0,-5003.0,-2942.0,100,23.0,19.4,2.1,66.7,71.6,91.8,93.1,8.2,6.9,100,23.0,19.4,2.1,66.7,71.6,91.8,93.1,8.2,6.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,39,36,9,63,80,104,123,199,39,36,9,63,80,104,123,0,0,0,0,0,0,0,0,31.2,27.0,45.6,40.0,30.5,27.0,44.9,40.0,31.2,27.0,45.6,40.0,30.5,27.0,44.9,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 INDEX X $100),1971,0.084508853921,SHORT,-2668,-0.035094180785,LONG
7,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-05-20,20.05.2014,209741,CME,0,209,19090,2426,3961,33,11378,13360,13837,17354,5253,1736,19090,2426,3961,33,11378,13360,13837,17354,5253,1736,0,0,0,0,0,0,0,0,0,0,-26514.0,-2780.0,1985.0,-724.0,-19273.0,-16191.0,-22777.0,-14930.0,-3737.0,-11584.0,100,12.7,20.7,0.2,59.6,70.0,72.5,90.9,27.5,9.1,100,12.7,20.7,0.2,59.6,70.0,72.5,90.9,27.5,9.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,5,1,15,20,21,26,38,6,5,1,15,20,21,26,0,0,0,0,0,0,0,0,40.7,43.8,54.1,62.2,36.1,43.8,47.0,59.1,40.7,43.8,54.1,62.2,36.1,43.8,47.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 INDEX X $100),-1535,-0.240331924221,LONG,-1982,-0.0801196539736,LONG
8,WTI-BRENT CALENDAR SWAP - NEW YORK MERCANTILE EXCHANGE,2014-05-27,27.05.2014,209742,CME,0,209,382912,84112,60371,3495,273423,299164,361030,363030,21882,19882,382912,84112,60371,3495,273423,299164,361030,363030,21882,19882,0,0,0,0,0,0,0,0,0,0,3343.0,2272.0,8798.0,-970.0,5272.0,-2214.0,6574.0,5614.0,-3231.0,-2271.0,100,22.0,15.8,0.9,71.4,78.1,94.3,94.8,5.7,5.2,100,22.0,15.8,0.9,71.4,78.1,94.3,94.8,5.7,5.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216,45,34,11,62,90,114,130,216,45,34,11,62,90,114,130,0,0,0,0,0,0,0,0,37.3,29.6,52.8,44.8,37.3,29.6,52.8,44.8,37.3,29.6,52.8,44.8,37.3,29.6,52.8,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(NASDAQ 100 STOCK INDEX X $20),23741,0.164316909256,SHORT,-25741,-0.0449556137321,LONG
