Trade_Date;CALL USDJPY;PUT USDJPY;CALL AUDUSD;PUT AUDUSD;CALL EURUSD;PUT EURUSD;CALL USDCAD;PUT USDCAD;CALL GBPUSD;PUT GBPUSD;CALL NZDUSD;PUT NZDUSD;CALL USDCHF;PUT USDCHF;CALL XAUUSD;PUT XAUUSD
05.03.2012;1352.87;1253.16;-473.47;1385.54;1464.48;1264.04;916.71;797.41;1223.32;-7376.24;1088.72;1169.4;1379.91;1212.24;310.94;346.47
12.03.2012;-93.29;1469.97;1543.24;1320.38;1381.72;1215.55;944.78;828.87;-7215.96;1455.11;1073.11;1215.37;1397.24;1231.7;313.44;-707.28
19.03.2012;1284.33;1297.01;1308.94;1155.81;1233.91;1120.14;761.54;683.26;1420.39;1557.45;1013.35;1108.14;1233.57;1069.18;287.47;322.44
26.03.2012;1414.29;1507.97;827.76;1209.33;1176.83;1054.54;831.09;703.96;1232.26;1321.94;1038.8;1160.02;1140.53;979.89;270.32;310.53
02.04.2012;1541.35;1615.61;1471.73;1298.35;-7911.68;977.66;-603.78;667.69;1308.41;-597.02;1055.96;1144.78;-5348.69;942.45;229.6;-205.49
09.04.2012;1460.73;1521.09;1408.96;1257.59;1270.19;1051.31;895.44;771.86;1154.37;1279.81;934.73;1027.04;1166.48;1072.01;236.79;309.92
16.04.2012;1108.55;1086.08;1372.97;1207.91;1381.21;1128.65;908.74;748.16;-7015.39;1389.89;983.96;1102.14;1247.86;1105.51;306.31;330.42
23.04.2012;1499.8;-1966.66;1348.5;1194.71;1305.28;1105.43;997.39;843.24;1150.85;1255.23;976.24;1075.39;1162.12;1024.52;249.05;270.86
30.04.2012;1247;1200.58;-10772.13;1009.99;-3051.17;1005.7;908.82;814.98;1184.77;1257.9;795.62;-13221.67;-2921.59;904.22;230.59;253.34
07.05.2012;1071.71;962.47;-8434.8;1096.78;-2951.6;1068.6;190.03;852.79;1113.49;1226.61;870.74;-6411.95;-2916.94;967.12;224.1;-4771.49
14.05.2012;953.68;874.58;1731.04;1342.55;1457.99;1181.04;-7301.58;970.35;1447.11;-12382.41;1006.34;-6230.5;1291.65;1075.32;272.6;319.36
21.05.2012;1005.42;949.85;1891.96;1456.33;-8592.94;1110.01;1291.05;1032.05;1390.15;1589.61;1093.13;1388.36;-8527.02;1014.37;327.22;348.57
28.05.2012;1029.5;-5512.98;1960.63;1611.62;1294.38;1089.97;-2689.26;944.88;1100.57;-14272.97;1190.55;1406.8;1210.82;1125.34;-928.61;348.43
04.06.2012;-429.11;1142.98;2196.48;-4087.45;1712.68;1503.43;1455.24;326.24;1597.45;1864.99;-3713.81;1497.09;1530.47;1409.93;448.8;465.83
11.06.2012;1430.35;1238.86;2251.35;-3134.79;2089.92;1869.66;1400.38;1236.59;1702.98;1914.14;-7095.44;1656.85;1970.29;1864.01;385.22;407.29
18.06.2012;1182.34;1097.03;1693.04;1401.72;1743.16;1506.84;1177.08;1032.5;1642.3;1855.37;1155.05;1319.75;1587.8;1502.15;389.53;-1363.73
25.06.2012;1161.35;1022.56;1628.17;-10938.95;1454.5;1273.24;1080.88;-1461.41;1337.7;1493.17;-5083.78;1296.13;1290.5;1222.8;308.92;337.64
02.07.2012;1168.34;1091.02;1509.24;1254.93;-8845.58;1347.36;967.2;857.43;1503.02;-1392.45;988.35;1151.78;-8630.92;1235.28;329.23;358.85
09.07.2012;1076.61;-6.68;1471.03;1189.68;1394.67;1234.16;874.16;767.52;1259.12;1398.03;939.85;1112.09;1299.48;1190.6;324.59;357.75
16.07.2012;872.5;837.76;1219.2;988.93;-3536.09;1109.25;760.89;648.18;1161.92;-108.63;806.57;952.86;-3429.53;941.12;302.3;335.48
23.07.2012;862.19;847.14;1437.82;-10879.39;1358.33;976.97;797.46;-6100.51;-2984.62;1410.84;-10566.57;1172.08;1259.95;1176.26;-671.28;304.12
30.07.2012;1089.97;988.3;1488.02;1302.31;1772.58;1608.41;818.84;735.76;1699.87;1800.47;89.14;1184.35;1657.23;1537.82;300.15;329.78
06.08.2012;883.02;771.66;1231.16;1093.44;1274.48;1188.82;738.27;193.12;1267;1329.18;861.68;940.93;1190.93;1116.51;288.39;304.33
13.08.2012;-5549.01;641.01;1068.81;939.95;1130.83;1039.26;656.79;603.51;1180.1;1300.99;794.55;854.17;1038.55;965.76;221.23;237.64
20.08.2012;924.87;-421.91;1095.24;905.2;1007.62;-3503.9;541.18;496.33;965.8;1051.92;702.95;812.61;920.12;-3784.85;-2021.62;218.76
27.08.2012;784.39;678.32;-842.88;953.64;1159.72;1057.77;629.01;539.58;1066.19;1149.87;744.58;-1849.9;1067.52;994.76;269.49;265.82
03.09.2012;890.01;809.02;1462.89;1257.71;1548.15;-1258.31;882.8;811.65;1275.37;1394.49;-2085.46;1060.69;1444.96;1374.11;-188.77;294.19
10.09.2012;911.91;816.64;1152.93;-6297.96;1231.09;-17907.15;887.39;829.41;-13972.24;1135.42;-10159.54;882.93;1172.5;-8698.85;-146.53;343.53
17.09.2012;1304.93;1064.19;1209.69;1062.92;-3957.74;1176.85;896.5;862.21;1346.14;1360.34;895.29;959.61;910.64;1060.59;317.12;308.08
24.09.2012;848.48;734.56;1202.44;1056.55;1160.6;1069.8;831.25;778.83;1268.18;1326.82;877.17;977.47;998.89;968.64;320.41;321.18
01.10.2012;989.56;843.91;-3379.96;1137.03;1299.65;1191.08;920.36;846.73;1181.13;1250.03;934.99;903.79;1135.23;1098.59;272.51;279.1
08.10.2012;801.29;676.14;1139.92;1022.34;1078.25;1005.95;792.65;779.48;1231.48;1266.26;885.49;965.95;880.69;874.22;245.72;177.79
15.10.2012;-5606.92;724.33;1081.34;974.59;1061.77;1011.75;-6295.79;670.86;968.59;1013.42;777.33;824.96;860.49;852.44;242.58;262.48
22.10.2012;994.11;868.75;987.93;896.11;-1711.65;1014.59;872.86;800.37;1010.35;1079.88;792.12;832.63;-1254.86;821.99;234.11;267.05
29.10.2012;1213.09;1104.18;1045.73;939.43;803.96;985.26;852.61;728.67;1044.85;1130.02;838.71;883.91;883.44;869.3;210.73;239.74
05.11.2012;1035.41;-1512.33;1141.73;1033.84;1142.32;1059.3;757.96;699.82;1077.26;1166.55;876.22;939.74;974.84;959.12;-1903.74;268.41
12.11.2012;-11907.66;832.35;972.59;837.36;950.87;866.07;660.4;617.27;1009.01;1094.01;706.18;792.57;779.83;762.74;251.27;265.43
19.11.2012;1027.88;886.23;757.3;633.07;787.27;-3488.32;500.01;461.55;-308.45;863.87;583.34;646.83;597.21;-4375.19;183.6;199.04
26.11.2012;1150.27;1079.27;705.36;593.27;913.99;887.12;491.88;454.54;851.91;903.86;548.63;619.25;786.86;786.36;178.67;-792.23
03.12.2012;1168.66;1060.43;1007.53;891.27;1091.05;1067.8;569.02;-895.38;1052.11;1072.08;-5714.81;829.94;962.73;964.99;161.22;198.56
10.12.2012;-4414.27;1135.32;714.72;629.38;1030.95;-7682.51;544.74;519.92;-3056.8;839.99;-2717.68;634.34;860.82;-7978.67;194.62;222.05
17.12.2012;1119.29;1096.02;-7652.14;615.91;851.59;845.47;-3006.56;445.29;738.61;763.52;641.39;-14308.35;730.59;703.54;145.3;-1247.92
24.12.2012;-6337.3;793.7;701.65;588.33;918.44;894.82;476.51;451.79;-2580.4;800.23;595.37;665.69;846.94;811.34;145.57;176.95
31.12.2012;67.53;1002.4;783.63;-797.61;897.66;1067.82;577.2;540.82;1178.37;-5489.77;771.89;840.15;68.66;1011.9;180.45;-230.56
07.01.2013;-2872.95;1228.85;722.38;629.21;963.14;-8224.28;545.13;510.31;940.35;993.15;766.18;824.84;838.11;794.07;3.81;223.04
14.01.2013;1530.63;1425.09;811.04;761.26;1100.22;1080.12;-2089.13;521.28;1057.04;-9160.41;909.37;933.93;-914.74;1004.06;164.91;205.98
21.01.2013;1851.2;1865.67;-2527.84;678.88;1077.98;-504.74;-8711.31;614.42;1298.58;1397.92;716.54;796.64;1069.49;970.86;182.85;-816.59
28.01.2013;-4464.97;1701.03;906.27;773.27;979.08;975.84;810.72;-160;1318.98;1419.23;-3108.9;940.3;843.77;-9470.28;164.54;199.49
04.02.2013;1573.42;1502.67;-5496.46;810.33;1300.87;1207.93;-909.37;572.75;1514.38;1608.06;757.71;22.59;734.29;1133.51;156.47;201.48
11.02.2013;1941.86;1923.42;899.97;726.26;1118.89;1031.01;717.5;649.03;1507.48;-1379.92;-1205.69;868.75;884.5;817.15;165.48;-938.85
18.02.2013;1606.73;1655.73;891.96;722.25;1138.56;1010.88;-6065.77;539.46;1440.3;-18125.43;790.26;912.3;915.76;831.44;189.59;263.01
25.02.2013;1985.93;2127.04;1146.6;942.69;1723.16;1459.86;935.78;797.03;1675.56;1856.88;980.15;1130.71;1314.93;1121.13;244.55;317.57
04.03.2013;-12208.89;1728.39;1315.7;1002.68;1471.74;1258.94;1002.78;882.54;1609.08;-4940.15;945.46;1144.67;517.69;969.51;225.44;305.67
11.03.2013;1317.42;369.35;869.52;-2920.57;1177.67;1027.86;678.82;569.51;-4341.88;1606.59;864.31;964.49;968.65;854.16;-417.35;230.14
18.03.2013;1657.87;1846.1;832.61;289.72;1392.15;1181.17;649.46;569.72;2075.07;2237.14;-527.75;944.53;1098.77;981.42;177.48;221.77
25.03.2013;1598.35;1706.28;767.8;614.77;1388.32;1156.63;642.67;569.68;1185.6;1353.77;751.51;872.81;1026.41;918.94;145.22;173.28
01.04.2013;-34688.33;2152.14;872.53;708.19;1439.77;-519.81;636.75;570.29;1363.12;1555.39;-2531.83;784.12;1054.5;-2205.82;130.75;-229.92
08.04.2013;2137.38;2006.56;793.6;641.22;1060.29;929.43;734.04;636.2;1189.08;1372.92;658.6;769.36;882.6;807.94;165.93;-13913.3
15.04.2013;-10136.38;1736.02;1091.35;949.71;1124.52;1004.38;772.38;684.37;1240.8;1394.42;991.74;1082.71;896.33;836.17;-2027.6;636.07
22.04.2013;2084.91;1977.29;1133.87;887.95;1176.28;1003.57;693.17;-3623.49;-8845.54;1367.62;-1675.01;1170.74;968.06;854.84;13.4;461.49
29.04.2013;1161.37;1669.35;-894.64;819.29;1382.38;1212.51;616.91;540.38;1275.03;1410.38;903.59;1012.95;1146.73;1039.03;306.56;441.99
06.05.2013;-6464.32;1507.64;-14802.42;910.75;1059.89;915.43;740.18;625.64;1208.05;-5048;959.01;-11706.63;-8539.12;821.99;230.48;352.43
13.05.2013;1493.97;1426.71;-3907.56;1106.32;1124.01;949.88;-8744.64;661.67;1401.85;1640.45;1029.41;1280.08;-406.78;1024.08;311.36;-2442.54
20.05.2013;1801.48;1822.81;-1870.69;1289.96;1112.53;958.83;1112.62;876.25;1396.82;1440.22;1145.87;1423.43;1312.27;1152.76;379.27;561.82
27.05.2013;1958.15;2178.69;1878.01;1506.43;1070.01;927.68;994.27;806.95;-1165.16;1399.13;1242.04;1512.14;1498.73;1325.42;311.39;459.25
03.06.2013;2297.42;2496.12;-15327.96;1864.45;1611.76;1413.97;1179.3;1016.6;-2203.4;1902;1426.78;-5723.81;2034.8;1860.35;288.08;421.32
10.06.2013;2660.86;-15591.83;2436.84;2043.51;1075.44;949.02;910.75;790.11;-3703.02;1457.62;-39.77;1835.91;1668.18;1522.03;295.87;438.22
17.06.2013;-7014.3;2538.14;-12744.21;1682.97;-8928.31;1068.38;-22929.25;864.75;1557.09;-14640.55;1370.93;-8323.67;1649.17;1540.42;260.14;-5735.2
24.06.2013;2444.7;2511.05;2460.43;1946.47;1362.88;1127.4;1478.71;1251;1623.07;-1713.49;1556.24;1869.44;537.22;1376.33;289.3;474.55
01.07.2013;1906.56;2030.87;2485.1;2030.95;-1263.99;1276.71;1430.71;1217.7;1868.59;-8002.99;1487.66;1740.27;-3956.6;1389.81;320.74;480.44
08.07.2013;1609.3;1818.89;2091.35;1785.88;1110.85;-3207.81;1148.88;-4442.07;595.75;1635.22;1258.47;1433.18;1223.77;-2456.88;-943.54;445.82
15.07.2013;1918.24;2101.61;2088.69;1813.35;1366.4;1267.44;1255.44;1108.44;-4948.37;2177.33;971.24;1536.89;1497.2;1426.23;-322.65;343.96
22.07.2013;1363.34;-1622.8;1353.31;1217.22;933.9;839.91;884.9;767.78;1268.26;1371.12;1025.98;1098.78;980.61;923.25;250.2;339.66
29.07.2013;2085.85;2232.68;-14618.64;1634.14;1435.69;1265.1;-1177.67;932.06;1929.66;2147.17;1277.34;-12697.49;1442.95;1316.96;290.94;405.74
05.08.2013;1370.5;-2126.99;1989.95;-10606.01;965.97;822.59;879.88;766.41;1758.4;1985.36;-7770.28;1428.64;1068.51;911.73;-878.74;356.61
12.08.2013;1376.55;1420.94;1466.53;1294.5;892.37;735.96;912.2;797.29;-3972.32;1406.18;982.04;1050.12;1039.44;896.74;-194.72;338.8
19.08.2013;1404.88;1444.71;1524.02;1328.81;897.74;731.57;-5890.52;831.78;1021.31;1164.75;1002.5;-8231.69;1120.21;950.57;311.16;370.72
26.08.2013;1345.32;1353.66;1618.09;1302.8;-3427.3;684.76;950.49;814.14;1192.33;1361.87;1015.38;1219.24;879.62;863.66;303.13;361.65
02.09.2013;1959.76;1916.48;2042.99;-9269.89;1350.56;1117.73;1138.26;-5588.53;1563.08;1779.13;-8354.6;1476.91;1405.24;1215.37;333.95;389.69
09.09.2013;1397.04;1472.21;1289.7;-3674.25;864.74;-179.61;826.2;721.69;-12855.89;1137.72;-8435.08;1091.38;1006.56;869.35;286.55;-2895.28
16.09.2013;1623.21;1751.97;1696.89;1075.3;1175.29;-1813.85;936.71;845.57;1062.06;1737.89;-8112.35;1344;1414.29;-4309.96;338.01;446.54
23.09.2013;1174.06;1165.13;1286.03;1095.82;841.6;725.14;814.32;717.78;1155.92;1258.19;986.23;1116.15;912.56;788.68;265.19;329.65
30.09.2013;1655.33;1679.09;1634.29;1370.96;1146.64;1002.3;860.71;731;1483.91;1593.36;1207.46;1388.53;1130.81;1019.85;284.37;355.06
07.10.2013;-2631.4;1254.17;1230.34;1083.66;939.11;871.6;756.49;642.86;1399.98;1494.41;939.67;1016.16;1000;955.03;299.23;269.86
14.10.2013;1177.37;1190.57;1102.68;-8415;815.87;794.9;686.36;570.57;-3021.3;1271.54;-1067.99;970.3;918.45;889.29;-584.45;445.02
21.10.2013;1117.56;1146.58;1018.31;973.92;941.11;920.87;-5972.57;557.64;1391.83;1396.02;950.8;-6566.1;1052.82;1030.38;-118;341.08
28.10.2013;806.79;1026.99;1139.22;1011.5;-10824.26;899.81;760.57;636.6;1370.76;-3058.58;1031.13;1103.98;-6945.93;953.49;284.31;-84.78
04.11.2013;1277.48;1178.07;-2440.63;1198.1;1227.03;1093.15;751.05;636.45;1432.04;1549.57;1076.41;1208.93;1157.51;1059;251.75;315.31
11.11.2013;1165.62;1062.28;1189.52;1006.98;963.44;-342.18;684.24;573;1508.06;1567.72;-2205.86;1074.58;866.02;-417.97;201.12;273.16
18.11.2013;-5469.58;1003.75;-13026.52;874.69;799.07;745.79;-3657.93;502.92;1137.56;1185.46;803.39;-2593.82;710.02;692.61;222.89;-908.45
25.11.2013;-1320.11;1029.39;1237.99;954.7;893.55;765.93;686.19;653.88;-9364.82;1038.51;848.06;1039.69;822.08;729.45;223.19;310.72
02.12.2013;1234.4;1354.54;1678;1393.14;1263.47;-1884.58;1083.67;929.86;1484.9;1519.93;1127.24;1310.58;1084.38;-7507.37;247.02;314.22
09.12.2013;1020.49;1184.9;-3900.72;1161.21;845.01;742.6;741.77;647.38;1151.84;320.94;957.32;1112.92;850.89;783.83;231.27;312.89
16.12.2013;1634.48;1762.2;1827.84;1537.8;1113.72;1018.33;1091.82;986.17;1709.45;1763.09;1290.51;1448.92;1146.04;1088.89;310.24;-414.1
23.12.2013;-1439.21;877.73;786.18;673.27;625.63;-619.18;-1109.94;499.19;-3476.11;905.48;545.59;606.27;694.01;631.91;199.15;281.34
30.12.2013;770.96;1051.15;1043.05;920.87;-4387.86;781.12;698.43;631.54;1112.56;1193.83;745.3;798.23;-8893.97;812.7;-2208.12;261.26
06.01.2014;1174.39;1402.74;1349.89;847.75;1060.59;950.77;-9758.51;903.57;1407.77;1493.02;1000.46;1047.31;1130.15;1055.51;232.59;302.89
13.01.2014;1096.69;1271.03;-16265.41;940.32;-356.44;644.89;881.21;820.61;1076.3;1161.9;691.17;-1801.17;-2168.4;785.31;190.78;247.59
20.01.2014;901.41;-2811.9;1171.39;1010.94;836.64;-428.61;1044.35;970.34;-881.08;1266.68;836.9;941.51;1009.32;-4442.29;139.99;208.43
27.01.2014;1303.08;1577.74;1426.98;1242.05;-3692.57;822.6;1278.56;1211.76;1521.53;-6926.63;1068.04;-863.63;1189;1094.76;234.38;289.38
03.02.2014;1454.34;1755.02;1771.42;-4310.64;1270.9;1112.16;1405.09;1364.21;1548.69;1648.02;-4478.39;1421.04;1399.6;1299.29;246.02;307.16
10.02.2014;1051.56;1225.75;1284.26;1139.37;811.9;721.78;986.33;947.22;-17547.03;1270.04;196.63;934.96;989.25;917.91;-2722.45;247.58
17.02.2014;1056.51;1225.15;1151.2;1006.65;768.52;690.98;-922.08;813.87;1894.36;1870.22;771.03;871.06;951.07;886.87;202.23;231.38
24.02.2014;921.74;410.56;-284.63;1032.79;778.75;687.82;897.1;847.13;1624.72;1610.13;747.86;899.59;892.52;317.19;192.98;222.2
03.03.2014;-6178.46;1372.25;1611.56;1319.21;1105.3;-621.31;1018.86;978.91;1339.29;1376.12;907.42;1059.86;1115.47;1039.37;212.26;237.76
10.03.2014;1029.44;-3581.56;1233.33;1024.96;710.52;647.47;800.27;781.85;1026.82;1096.19;-385.67;935.19;758.19;712.98;-1389.25;202.56
17.03.2014;1004.64;1115.14;1219.59;1012.95;-1531.48;794.6;-4221.58;835;1332.36;173.94;795.51;901.6;-3063.64;957.38;262.94;-2065.71
24.03.2014;-1221.16;883.53;1051.88;-3390.71;775.64;683.9;779.74;-6686.27;-2539.01;963.59;-3310.85;788.02;846.88;782.25;217.26;235.45
31.03.2014;1255.54;1260.99;1327.71;1166.64;1169.64;1024.37;1108.71;1076.08;1194.33;1274.39;908.76;985.24;1144.99;1063.62;231.07;261.08
07.04.2014;861.67;-3548.06;895.67;-7124.39;680.77;601.08;666.11;628.15;-1564.01;979.79;620.6;694.46;791.98;-2283.3;-603.77;219.99
14.04.2014;613.8;834.3;-801.2;729.28;628.99;551.45;805.19;760.9;844.8;896.21;664.79;-2446.95;714.03;652.4;169.49;-1710.33
21.04.2014;880.88;850.95;874.01;733.22;669.59;578.04;678.66;624.53;834.21;872.84;802.78;920.95;724.61;418.98;176.13;211.83
28.04.2014;1007.84;993.06;1019.69;878.97;863.3;755;731.98;685.04;1075.18;1112.83;-4184.06;871.84;951.86;876.29;175.18;206.4
05.05.2014;705.48;725.73;977.44;-1883.26;-169.7;643.03;684.84;449.97;905.47;912.38;664.5;736.94;-2778.89;717.72;175;201.01
12.05.2014;594.19;-2215.39;798.7;686.18;627.03;552.63;506.12;450.15;1064.37;1078.45;607.49;685.25;720.78;662.86;164.84;186.21
19.05.2014;616.72;719.68;-1616.9;602.66;597.9;522.02;462.66;398.52;889.6;921.13;543.27;-184.1;650.93;565.66;155.76;177.14
26.05.2014;601.11;573.65;797.16;673.47;710.34;624.78;520.72;462.6;770.63;802.3;570.68;-463.23;808.74;724.75;137.37;-2663.4
02.06.2014;799.14;762.05;1022.26;-1043.86;1184.26;1050.28;624.66;520.01;970.3;1013.53;737.46;820.21;1095.63;996.46;170.75;210.05
09.06.2014;556.29;-678.44;672.97;597.4;669.7;582.29;447.02;372.2;-8949.5;905.46;-10894.87;755.61;739.28;662.68;-570.39;155.46
16.06.2014;640.32;635.09;709.4;637.38;704.38;636.25;500.84;-4205.28;1091.15;1065.33;620.68;672.41;770.47;698.07;-2411.37;156.86
23.06.2014;499.54;178.01;608.19;508.39;562.6;503.04;446.97;69.23;871.02;843.41;469.65;529.54;619.7;573.92;138.22;143.58
30.06.2014;669.72;729.55;1001.45;829.04;-1.39;589.04;578.51;534.89;941.73;950.36;643.08;742.54;-868.92;604.06;152.03;155.99
07.07.2014;481.4;475.53;786.09;647.71;493.3;416.53;668.25;620.81;693.77;688.11;477.04;560.87;534.97;477.1;141.85;141.87
14.07.2014;426.21;470.94;772.58;628.91;-2080.96;401.32;644.08;593.28;889.4;927.54;599.24;-2574.69;-1535.6;423.06;152.81;161.54
21.07.2014;300.37;396.1;776.59;619.72;-789.1;404.69;-600.24;408.63;815.33;882.94;737.7;-3962.79;-570.83;463.86;171.06;175.83
28.07.2014;591.42;601.35;822.96;693.77;673.54;592.54;-4375.7;562.62;883.75;-3575.86;654.75;750.65;691.85;607.36;185.04;193.2
04.08.2014;379.51;362.82;784.22;612.42;514.76;453.65;496.43;433.78;690.01;792.29;508.96;616.6;518.15;451.4;111.32;149.57
11.08.2014;477;502.38;629.39;-297.03;534.04;482.29;547.12;460.98;1007.55;1064.55;391.95;490.63;552.58;512.8;168.65;166.04
18.08.2014;-7743.18;510.08;655.09;517.81;-6499.5;540.8;-1322.91;504.45;739.67;-3912.8;447.42;-5560.2;-3252.12;556.83;158.24;-29.96
25.08.2014;581.14;616.12;599.46;464.11;634.27;595.99;514.4;-5936.95;650.39;691.96;473.77;577.01;655.47;616.63;136.89;149.26
01.09.2014;-2104.09;813.99;810.88;673.35;-5072.81;897.19;850.1;742.65;829.06;-34525.93;648.04;355.78;-4398.3;911.36;112.31;-417.05
08.09.2014;-1160.46;793.98;-16083.39;675.19;758.46;684.3;824.21;693.12;1305.78;1719.46;763.29;636.4;681.16;634.7;127.19;12.52
15.09.2014;-4674.71;1238.61;-2669.22;1188.65;1214.27;1109.1;1251.79;1098.23;2926.48;4022.23;1103.42;1309.37;1495.43;1323.59;175.43;211.08
22.09.2014;808.79;932.59;-3481.08;1050.43;-3486.06;730.82;183.33;732.54;886.91;528.04;804.05;-23531.1;-1538.09;707.64;132.72;184.85
29.09.2014;1161.47;1322.99;1610.16;1375.6;1055.66;1053.08;1084.11;935.65;1267.05;-7791.11;1154.89;1326.72;-2839.18;1063.53;163.25;221.31
06.10.2014;973.26;-2142.66;1640.14;1472.89;1028.91;922.66;892.04;793.28;1404.63;1547.13;1204.05;1336.01;1014.92;883.38;181.23;244.93
13.10.2014;956.57;1149.89;1578.52;1397.35;921.61;836.13;972.68;884.56;1183.84;1319.2;1229.44;1365.04;934.72;840.84;183.48;234.11
20.10.2014;974.97;1083.38;1529.61;1320.47;360.51;931.75;975.49;864.13;1446.98;1562.44;1074.23;1226.61;997.58;941.45;202.83;220.08
27.10.2014;-42071.07;1152.78;1364.68;1204.46;-6656.32;991.8;962.03;865.95;1065.48;-932.75;1226.34;-2771.19;-5081.82;972.02;179.86;-3199.37
03.11.2014;1825.64;1649.73;1726.38;1526.63;1508.46;1321.43;1116.08;990.58;1327.99;1454.84;1245.94;1393.96;1438.41;1290.02;223.52;294.88
10.11.2014;-2554.6;1187.36;1160.71;1015.07;1006.81;891.42;813.51;679.73;1275.11;-5826.05;-6660.59;952.04;976.85;887.29;-487.49;311.23
17.11.2014;1149.64;1756.93;1410.16;1254.93;1208.92;1127.51;925.63;791.16;1500.8;1704.75;1048.48;1175.2;1162.8;1130.99;268.71;315.89
24.11.2014;1203.16;1258.96;1271.18;1134.16;1039.4;899.14;897.57;769.75;1142.06;1308.77;886.21;986.51;1347.43;1246.88;262.67;309.15
01.12.2014;-7899.23;1468.15;-5409.72;1594.53;-1093.1;1387.93;1222.19;1091.66;1203.81;1374.79;1178.96;-8020.17;-107.09;1301.56;292.35;346.65
08.12.2014;1685.37;-67.47;1686.09;1471.45;1084.34;782.01;820.43;786.33;1090.2;1272.94;1208.49;1341.18;1318.49;1186.92;221.15;273.38
15.12.2014;-148.65;1960.81;2054.94;1818.94;-981.46;1293.72;1368.79;1220.78;1345.35;1526.89;1419.54;1563.62;-2445.89;1336.79;247.4;289.85
22.12.2014;1103.26;1184.04;1246.79;1082.17;1106.16;948.49;669.42;539.24;936.87;1127.71;813.79;922.48;1158.1;1025.29;161.44;215
29.12.2014;1126.63;1180.41;1203.22;1029.19;-6995.85;1004.23;-2765.4;627.59;1039.07;-15902.66;800.99;908.82;-5531.92;1005.16;168.26;222.81
05.01.2015;1524.73;1678.98;1789.7;1563.48;1448.3;1299.44;1137.71;1171.99;1488.2;1715.02;1153.71;1277.05;1387.69;1260.78;239.68;298.79
12.01.2015;1283.29;1464.59;1408.56;1257.44;-6639.39;1112.39;1037.18;925.81;1140.98;1431.29;917.32;1002.23;1105.54;-150290.2;-1804.61;221.02
19.01.2015;1688.23;1926.11;-19579.3;1427.16;-6464.4;2095.35;-24056.03;1454.39;1476.51;1773.15;1157.27;-21929.84;3300.38;3799.39;296.76;283.4
26.01.2015;1632.67;1783.01;2251.29;1874.33;2288.72;2098.24;1542.13;1406.41;1739.06;2030.87;1657.77;1886.87;-2235.71;2550.8;263.7;250.73
02.02.2015;1560.9;1753.5;3058.24;2508.85;1794.98;1670.81;1916.36;1752.25;-1536.11;1964.93;1675.53;1945.4;1670.51;1782.9;254.65;-585.07
09.02.2015;1229.53;1286.44;1911.89;1700.37;1652.26;1471.29;1468.73;1312.45;1305.23;1910.7;1185.92;1314.55;715.04;835.08;218.87;229.78
16.02.2015;1138.22;1306.19;1562.08;1373.96;1521.2;1321.31;1478.37;1352.56;1459.3;1618.09;1101.85;1190.11;-2930.64;784.42;197.5;-529.58
23.02.2015;1242.07;1336.2;1527.9;1353.45;1674.01;1382.14;1564.92;1439.01;1418.96;1553.79;1037.84;1146.43;911.55;887.59;192.94;228
02.03.2015;1180.56;1132;2171.89;1867.68;-14443.08;1364.23;1499.12;1337.11;1356.92;-10737.77;1161.37;-3.2;-13637.28;1040.17;174.32;-1159.05
09.03.2015;1052.35;1032.87;1598.86;1366.43;-10213.23;1225.88;150.2;1113.74;1330.52;-16003.3;1226.76;1401.05;-3603.2;1009.38;186.91;220.48
16.03.2015;1191.77;-82.47;1934.13;-7802.28;2238.42;-13100.16;1578.26;-3870.42;2060.88;2347.96;-12078.54;1506.54;1871.11;-19668.48;-433.25;242.42
23.03.2015;1011.72;1141.56;-12179.6;1480.04;2222.2;2045.46;1424.13;1329.23;2250.99;2524.46;1336.3;1447.58;1976.82;1858.36;143.02;176.15
30.03.2015;1275.15;1311.87;2074.54;1785.01;2308.37;2048.28;1514.47;-1796.95;1950.21;2236.42;1462.88;1626.5;1807.17;630.47;-1703.36;128.26
06.04.2015;963.08;969.24;2393.74;2057.01;-14967.64;1550.32;1267.03;1171.74;1496.94;-861.47;1257.51;1433.44;-5929.98;1250.99;125.88;157.23
13.04.2015;964.21;973.7;1865.87;-6859.63;1982.23;994.59;1292.73;-17044.94;-4016.06;1573.64;-10237.06;1376.66;1540.44;-9719.71;119.18;150.43
20.04.2015;837.73;925.16;1838.3;1628.59;1845.85;1697.74;1343.51;1254.41;-6781.34;1743.24;1193.02;1282.35;1447.62;1389.38;113.41;139.2
27.04.2015;1260.44;1235.88;1858.99;1632.54;1961.43;-6971.53;1309.39;1239.02;1883.23;1999.85;1582.26;1755.16;1697.36;-6578.92;152.43;185.25
04.05.2015;1338.69;1263.02;2667.45;2254.23;2451.17;2254.41;1495.55;1422.16;-8384.69;3821.07;1480.87;-895.66;2121.64;2032.89;154.12;187.91
11.05.2015;857.67;789.08;1678.73;1447.99;1722.48;-690.84;1043.02;976.7;1624.86;1763.71;1124.65;1252.81;1493.33;1431.47;-2495.61;162.03
18.05.2015;-3240.47;761.62;-4512.43;1537.68;-14882.77;1621.93;884.56;1068.71;1525.63;-2471.82;1227.07;1320.59;-1679.59;1566.97;140.36;159.01
25.05.2015;-9816.55;853.15;-7251.8;1365.88;1928.82;1729.84;132.39;1090.98;1472.91;-3549.79;1013.45;-4902.99;1801.61;1696.84;116.26;141.97
